0	NO_ITEM
1	MASTER_BALL
2	ULTRA_BALL
3	BRIGHTPOWDER
4	GREAT_BALL
5	POKE_BALL
6	ITEM_06
7	BICYCLE
8	MOON_STONE
9	ANTIDOTE
10	BURN_HEAL
11	ICE_HEAL
12	AWAKENING
13	PARLYZ_HEAL
14	FULL_RESTORE
15	MAX_POTION
16	HYPER_POTION
17	SUPER_POTION
18	POTION
19	ESCAPE_ROPE
20	REPEL
21	MAX_ELIXER
22	FIRE_STONE
23	THUNDERSTONE
24	WATER_STONE
25	LINKING_CORD
26	HP_UP
27	PROTEIN
28	IRON
29	CARBOS
30	LUCKY_PUNCH
31	CALCIUM
32	RARE_CANDY
33	X_ACCURACY
34	LEAF_STONE
35	METAL_POWDER
36	NUGGET
37	POKE_DOLL
38	FULL_HEAL
39	REVIVE
40	MAX_REVIVE
41	GUARD_SPEC
42	SUPER_REPEL
43	MAX_REPEL
44	DIRE_HIT
45	POISON_STONE
46	FRESH_WATER
47	SODA_POP
48	LEMONADE
49	X_ATTACK
50	OLD_AMBER
51	X_DEFEND
52	X_SPEED
53	X_SPECIAL
54	COIN_CASE
55	ITEMFINDER
56	ROOM_PASS
57	EXP_SHARE
58	OLD_ROD
59	GOOD_ROD
60	SILVER_LEAF
61	SUPER_ROD
62	PP_UP
63	ETHER
64	MAX_ETHER
65	ELIXER
66	TRI_WING
67	SECRETPOTION
68	S_S_TICKET
69	MYSTERY_EGG
70	HELIX_FOSSIL
71	DOME_FOSSIL
72	MOOMOO_MILK
73	QUICK_CLAW
74	PSNCUREBERRY
75	GOLD_LEAF
76	SOFT_SAND
77	SHARP_BEAK
78	PRZCUREBERRY
79	BURNT_BERRY
80	ICE_BERRY
81	POISON_BARB
82	KINGS_ROCK
83	BITTER_BERRY
84	MINT_BERRY
85	RED_APRICORN
86	TINYMUSHROOM
87	BIG_MUSHROOM
88	SILVERPOWDER
89	BLU_APRICORN
90	LONG_TONGUE
91	AMULET_COIN
92	YLW_APRICORN
93	GRN_APRICORN
94	CLEANSE_TAG
95	MYSTIC_WATER
96	TWISTEDSPOON
97	WHT_APRICORN
98	BLACKBELT
99	BLK_APRICORN
100	LONG_VINE
101	PNK_APRICORN
102	BLACKGLASSES
103	SLOWPOKETAIL
104	PINK_BOW
105	STICK
106	SMOKE_BALL
107	NEVERMELTICE
108	MAGNET
109	MIRACLEBERRY
110	PEARL
111	BIG_PEARL
112	EVERSTONE
113	SPELL_TAG
114	RAGECANDYBAR
115	GS_BALL
116	BLUE_CARD
117	MIRACLE_SEED
118	THICK_CLUB
119	FOCUS_BAND
120	APPLE
121	ENERGYPOWDER
122	ENERGY_ROOT
123	HEAL_POWDER
124	REVIVAL_HERB
125	HARD_STONE
126	LUCKY_EGG
127	CARD_KEY
128	DRAGON_ORB
129	EGG_TICKET
130	LOST_ITEM
131	STARDUST
132	STAR_PIECE
133	BASEMENT_KEY
134	PASS
135	SNAKESKIN
136	PRETTY_TAIL
137	EARTHEN_CLAY
138	CHARCOAL
139	BERRY_JUICE
140	SCOPE_LENS
141	STIMULUS_ORB
142	CONFUSE_CLAW
143	METAL_COAT
144	DRAGON_FANG
145	FOCUS_ORB
146	LEFTOVERS
147	CALM_SEED
148	WATER_TAIL
149	FIRE_TAIL
150	MYSTERYBERRY
151	DRAGON_SCALE
152	BERSERK_GENE
153	THUNDER_TAIL
154	WISDOM_ORB
155	DETECT_ORB
156	SACRED_ASH
157	HEAVY_BALL
158	FLOWER_MAIL
159	LEVEL_BALL
160	LURE_BALL
161	FAST_BALL
162	SHARP_HORNS
163	LIGHT_BALL
164	FRIEND_BALL
165	MOON_BALL
166	LOVE_BALL
167	NORMAL_BOX
168	GORGEOUS_BOX
169	HEART_STONE
170	POLKADOT_BOW
171	POWER_WINGS
172	UP_GRADE
173	BERRY
174	GOLD_BERRY
175	SQUIRTBOTTLE
176	ENERGY_WALL
177	PARK_BALL
178	RAINBOW_WING
179	STEEL_SHELL
180	BRICK_PIECE
181	SURF_MAIL
182	LITEBLUEMAIL
183	PORTRAITMAIL
184	LOVELY_MAIL
185	EON_MAIL
186	MORPH_MAIL
187	BLUESKY_MAIL
188	MUSIC_MAIL
189	MIRAGE_MAIL
190	SKATEBOARD
195	ITEM_C3
220	ITEM_DC
250	ITEM_FA
