1	1	ALLOY_POKECENTER_1F	16	8
1	2	ALLOY_GYM	20	16
1	3	ALLOY_TIMS_HOUSE	10	8
1	4	ALLOY_CAPTAINS_HOUSE	10	8
1	5	ALLOY_SPEECH_HOUSE	10	8
1	6	ALLOY_GOOD_ROD_HOUSE	10	8
1	7	ALLOY_CAFE	8	8
1	8	ALLOY_MART	16	8
1	9	ROUTE_109_ROUTE_110_GATE	10	8
1	10	ROUTE_108	30	18
1	11	ROUTE_109	20	90
1	12	ALLOY_CITY	40	36
1	13	ROUTE_107_ALLOY_GATE	10	8
1	14	ROUTE_107_ALLOY_GATE_2F	8	6
1	15	ROUTE_106	60	18
1	16	ROUTE_106_POKECENTER_1F	16	8
1	17	DAY_CARE	10	8
1	18	FIGHTING_DOJO	10	12
1	19	ROUTE_109_POKECENTER_1F	16	8
2	1	SANSKRIT_COIN_CASE_SPEECH_HOUSE	10	8
2	2	SANSKRIT_POKECENTER_1F	16	8
2	3	SANSKRIT_TOWN	20	18
2	4	ROUTE_116	16	34
2	5	ROUTE_117	60	18
2	6	RUINS_OF_ALPH_OUTSIDE	20	36
2	7	BOARDWALK	20	54
2	8	ROUTE_118	70	18
2	9	ROUTE_118_SUNPOINT_GATE	10	8
2	10	RUINS_OF_ALPH_RESEARCH_CENTER	8	8
2	11	SANSKRIT_ROCKET_HOUSE	20	8
2	12	SANSKRIT_MART	16	8
2	13	BOARDWALK_GAME_CORNER	20	14
2	14	BOARDWALK_SANSKRIT_GATE	10	8
3	1	BRASS_TOWER_1F	12	12
3	2	BRASS_TOWER_2F	12	12
3	3	BRASS_TOWER_3F	12	12
3	4	BRASS_TOWER_4F	12	12
3	5	BRASS_TOWER_5F	6	6
3	6	NATIONAL_PARK	40	54
3	7	NATIONAL_PARK_BUG_CONTEST	40	54
3	8	RUINS_OF_ALPH_HO_OH_CHAMBER	8	10
3	9	RUINS_OF_ALPH_KABUTO_CHAMBER	8	10
3	10	RUINS_OF_ALPH_OMANYTE_CHAMBER	8	10
3	11	RUINS_OF_ALPH_AERODACTYL_CHAMBER	8	10
3	12	RUINS_OF_ALPH_INNER_CHAMBER	20	28
3	13	BOULDER_MINES_1F	56	22
3	14	BOULDER_MINES_B1F	44	22
3	15	BOULDER_MINES_B5F	24	22
3	16	SLOWPOKE_WELL_B1F	18	18
3	17	SLOWPOKE_WELL_B2F	20	18
3	18	ENDON_CAVE_B1F	60	18
3	19	TEAM_ROCKET_BASE_B2F_OFFICE	30	18
3	20	TEAM_ROCKET_BASE_B1F	30	30
3	21	TEAM_ROCKET_BASE_B2F	30	30
3	22	JADE_FOREST	50	64
3	23	CROWN_PASS	20	36
3	24	CHARRED_SUMMIT_CAVE	40	36
3	25	JOULE_CAVE	60	36
3	26	JOULE_CAVE_ZAPDOS_ROOM	14	14
3	27	ICED_CAVERN_1F	40	36
3	28	ICED_CAVERN_B1F	40	36
3	29	DEEPWATER_PASSAGE_B2F	20	72
3	30	MAGMA_SHAFT_B1F	40	18
3	31	MAGMA_SHAFT_B2F	40	36
3	32	MAGMA_SHAFT_1F	22	18
3	33	DEEPWATER_PASSAGE_B1F	20	18
3	34	DEEPWATER_PASSAGE_B3F	40	36
3	35	WHIRL_ISLAND_1F	20	18
3	36	WHIRL_ISLAND_B1F	40	36
3	37	WHIRL_ISLAND_B2F	40	36
3	38	WHIRL_ISLAND_B3F	20	36
3	39	WHIRL_ISLAND_LUGIA_CHAMBER	20	18
3	40	AMPARE_CAVERN_B1F	40	36
3	41	AMPARE_CAVERN_1F	30	36
3	42	DEEPWATER_PASSAGE_1F	10	36
3	43	ENDON_CAVE_1F	60	18
3	44	BOULDER_MINES_B4F	34	22
3	45	BOULDER_MINES_B2F	44	22
3	46	BOULDER_MINES_B3F	40	18
3	47	NANJO_FOREST	44	40
3	48	VICTORY_ROAD	40	54
3	49	VICTORY_ROAD_2F	40	54
3	50	SILENT_HILLS	50	36
3	51	TIDAL_GROTTO_B1F	40	36
3	52	TIDAL_GROTTO_1F	30	36
4	1	TEKNOS_POKECENTER_1F	16	8
4	2	TEKNOS_OLD_ROD_HOUSE	10	8
4	3	TEKNOS_MART	16	8
4	4	TEKNOS_GRAMPS_ITEMFINDER_HOUSE	10	8
4	5	TEKNOS_CITY	40	36
4	6	ROUTE_119	20	54
4	7	ROUTE_120	50	18
4	8	TEKNOS_PORT_PASSAGE	20	18
4	9	TEKNOS_GYM	20	18
4	10	TEKNOS_AQUARIUM_1F	16	8
4	11	TEKNOS_AQUARIUM_2F	16	8
4	12	TEKNOS_KYLES_HOUSE	10	8
4	13	BOARDWALK_TEKNOS_GATE	10	8
5	1	BLUE_FOREST_SPEECH_HOUSE	8	8
5	2	BLUE_FOREST_EMYS_HOUSE	10	8
5	3	BLUE_FOREST_MART	16	8
5	4	BLUE_FOREST_POKECENTER_1F	16	8
5	5	MOVE_DELETERS_HOUSE	10	8
5	6	BLUE_FOREST	40	36
5	7	ROUTE_110	50	18
5	8	ROUTE_112	20	54
5	9	ROUTE_110_SANDSTORM_HOUSE	10	8
5	10	BLUE_FOREST_GYM	10	18
5	11	BLUE_FOREST_NIGHTMARE_HOUSE	10	8
5	12	ROUTE_111_BLUE_FOREST_GATE	10	8
6	1	FROSTPOINT_POKECENTER_1F	16	8
6	2	RYUKYU_CITY_MERIDIAN_PATH_GATE	10	8
6	3	FROSTPOINT_TOWN	20	18
6	4	ROUTE_111	20	54
6	5	FROSTPOINT_MART	16	8
6	6	PRYCES_FAMILY_HOUSE	10	8
6	7	FROSTPOINT_SPEECH_HOUSE	10	8
7	1	NAGO_IMPOSTER_HOUSE	10	8
7	2	NAGO_POKECENTER_1F	16	8
7	3	JADE_FOREST_SNORLAX_ROOM	10	16
7	4	MERIDIAN_PATH	20	54
7	5	NAGO_VILLAGE	20	36
7	6	CHARRED_SUMMIT	22	48
7	7	RESEARCH_FACILITY_BACK_ROOM	10	8
7	8	RESEARCH_FACILITY_ENTRANCE	40	18
7	9	ISEN_STRAIT	60	18
7	10	NAGO_CHARMANDER_HOUSE	10	8
7	11	MOTOBU_PATH	60	18
7	12	IE_TOWN	30	18
7	13	IE_TM_SHOP	16	12
7	14	IE_POKECENTER_1F	16	8
7	15	IE_HOUSE_1	10	8
7	16	IE_HOUSE_2	10	8
7	17	CASTLE_MOUNTAIN_1F	30	24
7	18	CASTLE_MOUNTAIN_1F_DANCE_HALL	16	20
7	19	CASTLE_MOUNTAIN_1F_DINING_HALL	16	20
7	20	CASTLE_MOUNTAIN_1F_LONG_HALL	62	10
7	21	CASTLE_MOUNTAIN_1F_STAIRS	18	16
7	22	CASTLE_MOUNTAIN_1F_CAVE	24	20
7	23	CASTLE_MOUNTAIN_2F	30	20
7	24	CASTLE_MOUNTAIN_3FA	20	72
7	25	CASTLE_MOUNTAIN_3FB	20	72
7	26	CASTLE_MOUNTAIN_B1F	30	32
8	1	BIRDON_POKECENTER_1F	16	8
8	2	BIRDON_CAFE	8	8
8	3	BIRDON_MART	16	8
8	4	ROUTE_103	20	54
8	5	BIRDON_TOWN	20	18
8	6	ROUTE_104	100	18
8	7	ROUTE_105	20	36
8	8	ROUTE_105_ROUTE_106_GATE	10	8
8	9	BIRDON_GYM	20	10
8	10	BIRDON_ELDERS_HOUSE	8	8
8	11	BIRDON_SPEECH_HOUSE	10	8
8	12	ROUTE_116_GATE	10	8
8	13	ROUTE_104_GARDENERS_HOUSE	10	8
9	1	ROUTE_102	60	18
9	2	PAGOTA_CITY	40	36
9	3	PAGOTA_MART	16	8
9	4	PAGOTA_GYM	10	16
9	5	PAGOTA_TRAINER_SCHOOL	8	16
9	6	PAGOTA_NICKNAME_SPEECH_HOUSE	8	8
9	7	PAGOTA_POKECENTER_1F	16	8
9	8	ROUTE_103_WESTPORT_GATE	10	8
9	9	ROUTE_112_STAND_CITY_GATE	10	8
9	10	ROUTE_102_WESTPORT_GATE	10	8
9	11	ROUTE_102_WESTPORT_GATE_2F	8	6
9	12	KURTS_HOUSE	16	8
9	13	EARLS_ART_HOUSE	16	8
9	14	BILLS_FAMILYS_HOUSE	8	8
9	15	ROUTE_102_N64_HOUSE	8	8
9	16	DRAGONS_MAW	40	36
10	1	WESTPORT_CITY	40	36
10	2	WESTPORT_BIKE_SHOP	8	8
10	3	WESTPORT_HAPPINESS_RATER	10	8
10	4	WESTPORT_PP_SPEECH_HOUSE	10	8
10	5	WESTPORT_NAME_RATER	10	8
10	6	WESTPORT_DEPT_STORE_1F	16	8
10	7	WESTPORT_DEPT_STORE_2F	16	8
10	8	WESTPORT_DEPT_STORE_3F	16	8
10	9	WESTPORT_DEPT_STORE_4F	16	8
10	10	WESTPORT_DEPT_STORE_5F	16	8
10	11	WESTPORT_DEPT_STORE_6F	16	8
10	12	WESTPORT_DEPT_STORE_ELEVATOR	4	4
10	13	WESTPORT_DEPT_STORE_ROOF	16	8
10	14	WESTPORT_POKECENTER_1F	16	8
10	15	ROUTE_115_KANTO_GATE	10	8
10	16	ROUTE_113_ROUTE_114_GATE	10	8
10	17	WESTPORT_UNDERGROUND	30	36
10	18	RADIO_TOWER_1F	8	8
10	19	RADIO_TOWER_2F	8	8
10	20	RADIO_TOWER_3F	8	8
10	21	RADIO_TOWER_4F	8	8
10	22	RADIO_TOWER_5F	8	8
10	23	RADIO_TOWER_6F	8	8
10	24	WESTPORT_GYM	10	18
10	25	WESTPORT_PORT_PASSAGE	20	18
11	1	AMAMI_TOWN	40	18
11	2	AMAMI_FISHING_SPEECH_HOUSE	10	8
11	3	AMAMI_POKECENTER_1F	16	8
11	4	AMAMI_MART	16	8
11	5	AMAMI_SPEECH_HOUSE	10	8
11	6	AMAMI_SWIMMING_POOL	20	18
11	7	RYUKYU_URASOE_GATE	10	8
11	8	SEASIDE_PATH	60	18
11	9	AMAMI_SUPER_ROD_HOUSE	10	8
11	10	AMAMI_BATTLE_TOWER_GATE	10	8
12	1	KOBAN_ISLAND	20	18
12	2	KOBAN_POKECENTER_1F	16	8
12	3	KOBAN_MART	16	8
12	4	KOBAN_FISHER_HOUSE	8	8
12	5	KOBAN_CLAIRS_HOUSE	10	8
12	6	ROUTE_107	20	54
13	1	KUME_CITY	40	36
13	2	KUME_PARTS_SHOP	8	8
13	3	KUME_SOCIAL_HOUSE	10	8
13	4	KUME_POKECENTER_1F	16	8
13	5	KUME_SNOOZE_SPEECH_HOUSE	10	8
13	6	KUME_MART	16	8
13	7	URASOE_TRAIL	20	36
