0	NO_MOVE
1	POUND
2	KARATE_CHOP
3	DOUBLESLAP
4	COMET_PUNCH
5	MEGA_PUNCH
6	PAY_DAY
7	FIRE_PUNCH
8	ICE_PUNCH
9	THUNDERPUNCH
10	SCRATCH
11	VICEGRIP
12	GUILLOTINE
13	RAZOR_WIND
14	SWORDS_DANCE
15	CUT
16	GUST
17	WING_ATTACK
18	WHIRLWIND
19	FLY
20	BIND
21	SLAM
22	VINE_WHIP
23	STOMP
24	DOUBLE_KICK
25	MEGA_KICK
26	JUMP_KICK
27	ROLLING_KICK
28	SAND_ATTACK
29	HEADBUTT
30	HORN_ATTACK
31	FURY_ATTACK
32	HORN_DRILL
33	TACKLE
34	BODY_SLAM
35	WRAP
36	TAKE_DOWN
37	THRASH
38	DOUBLE_EDGE
39	TAIL_WHIP
40	POISON_STING
41	TWINEEDLE
42	PIN_MISSILE
43	LEER
44	BITE
45	GROWL
46	ROAR
47	SING
48	SUPERSONIC
49	SONICBOOM
50	DISABLE
51	ACID
52	EMBER
53	FLAMETHROWER
54	MIST
55	WATER_GUN
56	HYDRO_PUMP
57	SURF
58	ICE_BEAM
59	BLIZZARD
60	PSYBEAM
61	BUBBLEBEAM
62	AURORA_BEAM
63	HYPER_BEAM
64	PECK
65	DRILL_PECK
66	SUBMISSION
67	LOW_KICK
68	COUNTER
69	SEISMIC_TOSS
70	STRENGTH
71	ABSORB
72	MEGA_DRAIN
73	LEECH_SEED
74	GROWTH
75	RAZOR_LEAF
76	SOLARBEAM
77	POISONPOWDER
78	STUN_SPORE
79	SLEEP_POWDER
80	PETAL_DANCE
81	STRING_SHOT
82	DRAGON_RAGE
83	FIRE_SPIN
84	THUNDERSHOCK
85	THUNDERBOLT
86	THUNDER_WAVE
87	THUNDER
88	ROCK_THROW
89	EARTHQUAKE
90	FISSURE
91	DIG
92	TOXIC
93	CONFUSION
94	PSYCHIC_M
95	HYPNOSIS
96	MEDITATE
97	AGILITY
98	QUICK_ATTACK
99	RAGE
100	TELEPORT
101	NIGHT_SHADE
102	MIMIC
103	SCREECH
104	DOUBLE_TEAM
105	RECOVER
106	HARDEN
107	MINIMIZE
108	SMOKESCREEN
109	CONFUSE_RAY
110	WITHDRAW
111	DEFENSE_CURL
112	BARRIER
113	LIGHT_SCREEN
114	HAZE
115	REFLECT
116	FOCUS_ENERGY
117	BIDE
118	METRONOME
119	MIRROR_MOVE
120	SELFDESTRUCT
121	EGG_BOMB
122	LICK
123	SMOG
124	SLUDGE
125	BONE_CLUB
126	FIRE_BLAST
127	WATERFALL
128	CLAMP
129	SWIFT
130	SKULL_BASH
131	SPIKE_CANNON
132	CONSTRICT
133	AMNESIA
134	KINESIS
135	SOFTBOILED
136	HI_JUMP_KICK
137	GLARE
138	DREAM_EATER
139	POISON_GAS
140	BARRAGE
141	LEECH_LIFE
142	LOVELY_KISS
143	SKY_ATTACK
144	TRANSFORM
145	BUBBLE
146	DIZZY_PUNCH
147	SPORE
148	FLASH
149	PSYWAVE
150	SPLASH
151	ACID_ARMOR
152	CRABHAMMER
153	EXPLOSION
154	FURY_SWIPES
155	BONEMERANG
156	REST
157	ROCK_SLIDE
158	HYPER_FANG
159	SHARPEN
160	CONVERSION
161	TRI_ATTACK
162	SUPER_FANG
163	SLASH
164	SUBSTITUTE
165	CROSS_CUTTER
166	SKETCH
167	TRIPLE_KICK
168	THIEF
169	SPIDER_WEB
170	MIND_READER
171	NIGHTMARE
172	FLAME_WHEEL
173	SNORE
174	CURSE
175	FLAIL
176	CONVERSION2
177	AEROBLAST
178	COTTON_SPORE
179	REVERSAL
180	SPITE
181	POWDER_SNOW
182	PROTECT
183	MACH_PUNCH
184	SCARY_FACE
185	FAINT_ATTACK
186	SWEET_KISS
187	BELLY_DRUM
188	SLUDGE_BOMB
189	MUD_SLAP
190	OCTAZOOKA
191	SPIKES
192	ZAP_CANNON
193	FORESIGHT
194	DESTINY_BOND
195	PERISH_SONG
196	ICY_WIND
197	DETECT
198	BONE_RUSH
199	LOCK_ON
200	OUTRAGE
201	SANDSTORM
202	GIGA_DRAIN
203	ENDURE
204	CHARM
205	ROLLOUT
206	FALSE_SWIPE
207	SWAGGER
208	MILK_DRINK
209	SPARK
210	FURY_CUTTER
211	STEEL_WING
212	MEAN_LOOK
213	ATTRACT
214	SLEEP_TALK
215	HEAL_BELL
216	RETURN
217	PRESENT
218	FRUSTRATION
219	SAFEGUARD
220	PAIN_SPLIT
221	SACRED_FIRE
222	MAGNITUDE
223	DYNAMICPUNCH
224	MEGAHORN
225	DRAGONBREATH
226	BATON_PASS
227	ENCORE
228	PURSUIT
229	RAPID_SPIN
230	SWEET_SCENT
231	IRON_TAIL
232	METAL_CLAW
233	VITAL_THROW
234	MORNING_SUN
235	SYNTHESIS
236	MOONLIGHT
237	HIDDEN_POWER
238	CROSS_CHOP
239	TWISTER
240	RAIN_DANCE
241	SUNNY_DAY
242	CRUNCH
243	MIRROR_COAT
244	PSYCH_UP
245	EXTREMESPEED
246	ANCIENTPOWER
247	SHADOW_BALL
248	FUTURE_SIGHT
249	ROCK_SMASH
250	WHIRLPOOL
251	BEAT_UP
252	COIN_HURL
253	MEGAPHONE
254	ROCK_HEAD
255	STRUGGLE
